tree.filepath,tree.offset,num.tips,root.age,pure.birth.rate,trait.1.est.transition.rate,area.est.transition.rate,biogeobears.dec.dispersal.rate,biogeobears.dec.extinction.rate
target-data/wallacea.by-module.habitat-disturbed-vs-undisturbed.newick,0,365,106.998428,0.05482309568853121,0.062247,2.396912,0.018156246,0.002645152
