study_status,carstensen_name,jetz_name,operational_name,family,habitat,role,guild,module,module_area_Banda_Sea,module_area_Lesser_Sundas,module_area_Maluku,module_area_Sulawesi,island_area_Adonara,island_area_Alor,island_area_Ambelau,island_area_Ambon,island_area_Autauro,island_area_Bacan,island_area_Banda_islands,island_area_Banggai_islands,island_area_Barbar,island_area_Bisa,island_area_Boano,island_area_Bonerate,island_area_Buru,island_area_Butung_or_Buton,island_area_Damar_islands,island_area_Flores,island_area_Gomumu_island,island_area_Gorong_islands,island_area_Halmahera,island_area_Haruku,island_area_Kabaena,island_area_Kai_Islands,island_area_Kalaotoa_islands,island_area_Kasiruta,island_area_Kayoa,island_area_Kisar,island_area_Kofiau,island_area_Komodo,island_area_Lembeh,island_area_Leti_islands,island_area_Loloda_islands,island_area_Lomblen,island_area_Lombok,island_area_Lucipara_islands,island_area_Madu,island_area_Makian,island_area_Manadotua,island_area_Manipa,island_area_Manuk_island,island_area_Mare,island_area_Mayu_island,island_area_Miangas,island_area_Moa,island_area_Morotai,island_area_Moti,island_area_Muna,island_area_Muor,island_area_Nila,island_area_Nusa_Laut,island_area_Obi_islands,island_area_Padar,island_area_Palue_island,island_area_Pantar,island_area_Rau_island,island_area_Rinca,island_area_Romang_islands,island_area_Roti,island_area_Sangeang,island_area_Sangihe_Islands,island_area_Saparua,island_area_Satonda,island_area_Sawu,island_area_Selayar,island_area_Semau,island_area_Seram,island_area_Sermata_islands,island_area_Siau,island_area_Solor,island_area_Sula_islands,island_area_Sulawesi,island_area_Sumba,island_area_Sumbawa,island_area_Tobea_island,island_area_Togian_islands,island_area_Tukangbesi_islands,island_area_Talaud_islands,island_area_Taliabu_westernPartOf_Sula_Islands,island_area_Talisei_island,island_area_Tanahjampea,island_area_Tanimbar_Islands,island_area_Tayandu_islands,island_area_Ternate,island_area_Teun,island_area_Tidore,island_area_Tifore,island_area_Timor_island_whole,island_area_Tioor_or_Tiur,island_area_Watubela_Islands,island_area_Wetar,island_area_Widi_islands,node,links,r,l
included,Aplonis mysolensis,Aplonis mysolensis,Aplonis.mysolensis,Sturnidae,5,Module hub,Frugivores,4,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,686,15,0.32,1.4502850475
included,Aplonis minor,Aplonis minor,Aplonis.minor,Sturnidae,2,Module hub,Frugivores,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,687,19,0.620499,0.4372338165
included,Basilornis celebensis,Basilornis celebensis,Basilornis.celebensis,Sturnidae,2,Module hub,Omnivores,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,4,0,0.1085708203
included,Basilornis galeatus,Basilornis galeatus,Basilornis.galeatus,Sturnidae,2,Module hub,Frugivores,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,689,3,0,-0.2112195958
non-informative habitat category,Basilornis corythaix,Basilornis corythaix,Basilornis.corythaix,Sturnidae,6,Peripheral,Frugivores,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,1,0,-0.9360565542
included,Streptocitta albicollis,Streptocitta albicollis,Streptocitta.albicollis,Sturnidae,2,Module hub,Frugivores,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,5,0,0.4283612363
non-informative habitat category,Streptocitta albertinae,Streptocitta albertinae,Streptocitta.albertinae,Sturnidae,6,Peripheral,Frugivores,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,692,2,0,-0.5310100118
included,Enodes erythrophris,Enodes erythrophris,Enodes.erythrophris,Sturnidae,2,Peripheral,Omnivores,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,1,0,-0.8508004278
non-informative habitat category,Scissirostrum dubium,Scissirostrum dubium,Scissirostrum.dubium,Sturnidae,6,Module hub,Frugivores,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,5,0,0.4283612363
included,Gracula religiosa,Gracula religiosa,Gracula.religiosa,Sturnidae,2,Module hub,Frugivores,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,7,0,0.3776232859
included,Acridotheres cinereus,Acridotheres cinereus,Acridotheres.cinereus,Sturnidae,4,Peripheral,Insectivores,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,1,0,-0.8508004278
non-informative habitat category,Acridotheres melanopterus,Sturnus melanopterus,Acridotheres.melanopterus,Sturnidae,6,Peripheral,Frugivores,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,2,0,-0.7092629244
included,Geomalia heinrichi,Geomalia heinrichi,Geomalia.heinrichi,Turdidae,1,Peripheral,Insectivores,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,1,0,-0.8508004278
included,Zoothera schistacea,Zoothera schistacea,Zoothera.schistacea,Turdidae,1,Peripheral,Insectivores,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,699,1,0,-0.9088053673
included,Zoothera dumasi,Zoothera dumasi,Zoothera.dumasi,Turdidae,1,Peripheral,Invertabrates,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,2,0,-0.7191164086
included,Zoothera interpres,Zoothera interpres,Zoothera.interpres,Turdidae,2,Peripheral,Invertabrates,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,3,0,-0.4918856823
included,Zoothera erythronota,Zoothera erythronota,Zoothera.erythronota,Turdidae,2,Module hub,Insectivores,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,8,0.375,0.7481516523
included,Zoothera dohertyi,Zoothera dohertyi,Zoothera.dohertyi,Turdidae,1,Module hub,Invertabrates,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,703,5,0,-0.0571311982
included,Zoothera peronii,Zoothera peronii,Zoothera.peronii,Turdidae,1,Peripheral,Invertabrates,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,704,6,0.5,-0.5242227434
included,Zoothera andromedae,Zoothera andromedae,Zoothera.andromedae,Turdidae,1,Module hub,Insectivores,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,706,9,0.493827,-0.0571311982
included,Zoothera machiki,Zoothera machiki,Zoothera.machiki,Turdidae,1,Peripheral,Insectivores,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,707,1,0,-0.9088053673
included,Cataponera turdoides,Cataponera turdoides,Cataponera.turdoides,Turdidae,1,Peripheral,Insectivores,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,1,0,-0.8508004278
non-informative habitat category,Zoothera horsfieldi,Myophonus horsfieldii,Zoothera.horsfieldi,Turdidae,6,Peripheral,Invertabrates,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,1,0,-0.9266401665
included,Turdus poliocephalus,Turdus poliocephalus,Turdus.poliocephalus,Turdidae,5,Peripheral,Insectivores,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,710,4,0.625,-0.7092629244
included,Brachypteryx leucophris,Brachypteryx leucophrys,Brachypteryx.leucophris,Turdidae,1,Module hub,Invertabrates,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,711,5,0,-0.0571311982
non-informative habitat category,Brachypteryx montana,Brachypteryx montana,Brachypteryx.montana,Turdidae,6,Peripheral,Insectivores,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,1,0,-0.9266401665
included,Heinrichia calligyna,Heinrichia calligyna,Heinrichia.calligyna,Turdidae,1,Peripheral,Invertabrates,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,1,0,-0.8508004278
included,Copsychus saularis,Copsychus saularis,Copsychus.saularis,Muscicapidae,5,Peripheral,Invertabrates,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,1,0,-0.8508004278
included,Saxicola caprata,Saxicola caprata,Saxicola.caprata,Muscicapidae,4,Module hub,Insectivores,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,717,22,0.491736,2.1166412223
non-informative habitat category,Saxicola gutturalis,Saxicola gutturalis,Saxicola.gutturalis,Muscicapidae,6,Module hub,Insectivores,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,718,4,0,-0.2745084403
included,Rhinomyias additus,Rhinomyias additus,Rhinomyias.additus,Muscicapidae,2,Peripheral,Insectivores,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,1,0,-0.9360565542
included,Rhinomyias oscillans,Rhinomyias oscillans,Rhinomyias.oscillans,Muscicapidae,2,Peripheral,Invertabrates,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,3,0,-0.4918856823
included,Rhinomyias colonus,Rhinomyias colonus,Rhinomyias.colonus,Muscicapidae,1,Module hub,Invertabrates,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,4,0,0.1085708203
non-informative habitat category,Muscicapa griseisticta,Muscicapa griseisticta,Muscicapa.griseisticta,Muscicapidae,6,Module hub,Invertabrates,4,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,725,18,0.623457,1.0164047563
included,Muscicapa dauurica,Muscicapa dauurica,Muscicapa.dauurica,Muscicapidae,5,Peripheral,Invertabrates,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,1,0,-0.8508004278
included,Muscicapa segregata,Muscicapa segregata,Muscicapa.segregata,Muscicapidae,2,Peripheral,Invertabrates,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,1,0,-0.9266401665
included,Ficedula mugimaki,Ficedula mugimaki,Ficedula.mugimaki,Muscicapidae,5,Peripheral,Invertabrates,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,728,3,0.444444,-0.7191164086
included,Ficedula dumetoria,Ficedula dumetoria,Ficedula.dumetoria,Muscicapidae,2,Module hub,Invertabrates,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,729,6,0.277778,-0.0571311982
included,Ficedula hyperythra,Ficedula hyperythra,Ficedula.hyperythra,Muscicapidae,1,Network hub,Invertabrates,5,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,730,14,0.704082,0.1085708203
included,Ficedula rufigula,Ficedula rufigula,Ficedula.rufigula,Muscicapidae,1,Peripheral,Invertabrates,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,1,0,-0.8508004278
included,Ficedula buruensis,Ficedula buruensis,Ficedula.buruensis,Muscicapidae,1,Peripheral,Insectivores,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,3,0.444444,-0.7191164086
included,Ficedula henrici,Ficedula henrici,Ficedula.henrici,Muscicapidae,1,Peripheral,Invertabrates,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,1,0,-0.9088053673
included,Ficedula harterti,Ficedula harterti,Ficedula.harterti,Muscicapidae,2,Peripheral,Invertabrates,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,1,0,-0.9266401665
included,Ficedula bonthaina,Ficedula bonthaina,Ficedula.bonthaina,Muscicapidae,1,Peripheral,Invertabrates,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,1,0,-0.8508004278
included,Ficedula westermanni,Ficedula westermanni,Ficedula.westermanni,Muscicapidae,1,Module hub,Invertabrates,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,736,11,0.528926,0.3776232859
included,Ficedula timorensis,Ficedula timorensis,Ficedula.timorensis,Muscicapidae,1,Peripheral,Invertabrates,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,737,2,0,-0.7092629244
included,Eumyias panayensis,Eumyias panayensis,Eumyias.panayensis,Muscicapidae,2,Module hub,Invertabrates,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,739,9,0.493827,0.4283612363
included,Cyornis caerulatus,Cyornis caerulatus,Cyornis.caerulatus,Muscicapidae,2,Peripheral,Invertabrates,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,1,0,-0.9360565542
non-informative habitat category,Cyornis rufigastra,Cyornis rufigastra,Cyornis.rufigastra,Muscicapidae,6,Connector,Invertabrates,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,742,6,0.666667,-0.5242227434
